UNIX time;Local time;genericSensor1 min;genericSensor1 avg;genericSensor1 max;genericSensor2 min;genericSensor2 avg;genericSensor2 max;genericSensor3 min;genericSensor3 avg;genericSensor3 max;genericSensor4 min;genericSensor4 avg;genericSensor4 max;genericSensor5 min;genericSensor5 avg;genericSensor5 max;genericSensor6 min;genericSensor6 avg;genericSensor6 max;genericSensor7 min;genericSensor7 avg;genericSensor7 max;genericSensor8 min;genericSensor8 avg;genericSensor8 max;genericSensor9 min;genericSensor9 avg;genericSensor9 max;genericSensor10 min;genericSensor10 avg;genericSensor10 max
1753477560;2025-07-26T00:06:00.000;0.441;0.442;0.443;0.095;0.095;0.095;0.346;0.347;0.348
1753477580;2025-07-26T00:06:20.000;0.442;0.443;0.443;0.095;0.095;0.095;0.347;0.348;0.348
1753477590;2025-07-26T00:06:30.000;0.304;0.442;0.6;0.068;0.092;0.12;0.236;0.35;0.504
1753477600;2025-07-26T00:06:40.000;0.042;0.654;0.911;0.012;0.095;0.128;0.03;0.56;0.782
1753477610;2025-07-26T00:06:50.000;0.042;0.508;0.904;0.012;0.1;0.163;0.03;0.408;0.742
1753477620;2025-07-26T00:07:00.000;0.143;0.619;0.916;0.036;0.12;0.156;0.107;0.5;0.762
1753477630;2025-07-26T00:07:10.000;0.187;0.713;0.91;0.042;0.129;0.155;0.146;0.584;0.757
1753477640;2025-07-26T00:07:20.000;0.567;0.649;0.682;0.128;0.14;0.142;0.439;0.509;0.545
1753477650;2025-07-26T00:07:30.000;0.663;0.666;0.669;0.141;0.142;0.142;0.521;0.524;0.527
1753477660;2025-07-26T00:07:40.000;0.668;0.671;0.672;0.142;0.143;0.143;0.526;0.528;0.53
1753477670;2025-07-26T00:07:50.000;0.672;0.672;0.673;0.142;0.143;0.143;0.529;0.53;0.531
1753477680;2025-07-26T00:08:00.000;0.673;0.674;0.675;0.143;0.143;0.143;0.531;0.532;0.532
1753477690;2025-07-26T00:08:10.000;0.674;0.675;0.677;0.143;0.143;0.143;0.531;0.532;0.534
1753477700;2025-07-26T00:08:20.000;0.675;0.676;0.678;0.143;0.143;0.143;0.532;0.533;0.535
1753477710;2025-07-26T00:08:30.000;0.675;0.676;0.677;0.143;0.143;0.143;0.532;0.533;0.533
1753477720;2025-07-26T00:08:40.000;0.675;0.676;0.676;0.143;0.143;0.143;0.532;0.533;0.533
1753477730;2025-07-26T00:08:50.000;0.675;0.676;0.677;0.143;0.143;0.143;0.532;0.533;0.534
1753477740;2025-07-26T00:09:00.000;0.676;0.676;0.677;0.143;0.143;0.143;0.533;0.533;0.534
1753477750;2025-07-26T00:09:10.000;0.676;0.677;0.677;0.143;0.143;0.143;0.533;0.534;0.534
1753477760;2025-07-26T00:09:20.000;0.677;0.677;0.678;0.143;0.143;0.143;0.533;0.534;0.535
1753477770;2025-07-26T00:09:30.000;0.676;0.676;0.677;0.143;0.143;0.143;0.533;0.533;0.534
1753477780;2025-07-26T00:09:40.000;0.676;0.677;0.677;0.143;0.143;0.143;0.533;0.534;0.534
1753477790;2025-07-26T00:09:50.000;0.676;0.677;0.677;0.143;0.143;0.143;0.533;0.534;0.534
1753477800;2025-07-26T00:10:00.000;0.675;0.677;0.678;0.143;0.143;0.143;0.532;0.534;0.534
1753477810;2025-07-26T00:10:10.000;0.677;0.677;0.678;0.143;0.143;0.143;0.533;0.534;0.535
1753477820;2025-07-26T00:10:20.000;0.676;0.677;0.678;0.143;0.143;0.143;0.533;0.534;0.534
1753477830;2025-07-26T00:10:30.000;0.675;0.677;0.677;0.143;0.143;0.143;0.532;0.534;0.534
1753477840;2025-07-26T00:10:40.000;0.675;0.676;0.677;0.143;0.143;0.143;0.532;0.533;0.534
1753477850;2025-07-26T00:10:50.000;0.675;0.676;0.677;0.143;0.143;0.143;0.532;0.533;0.534
1753477860;2025-07-26T00:11:00.000;0.675;0.676;0.676;0.143;0.143;0.143;0.532;0.533;0.533
1753477870;2025-07-26T00:11:10.000;0.675;0.675;0.676;0.143;0.143;0.143;0.532;0.532;0.533
1753477880;2025-07-26T00:11:20.000;0.675;0.676;0.677;0.143;0.143;0.143;0.532;0.533;0.534
1753477890;2025-07-26T00:11:30.000;0.675;0.676;0.677;0.143;0.143;0.143;0.532;0.533;0.534
1753477900;2025-07-26T00:11:40.000;0.675;0.677;0.679;0.143;0.143;0.144;0.532;0.534;0.535
1753477910;2025-07-26T00:11:50.000;0.677;0.678;0.679;0.143;0.143;0.144;0.533;0.534;0.535
1753477920;2025-07-26T00:12:00.000;0.676;0.676;0.677;0.143;0.143;0.143;0.533;0.533;0.534
1753477930;2025-07-26T00:12:10.000;0.675;0.677;0.679;0.143;0.143;0.144;0.532;0.534;0.535
1753477940;2025-07-26T00:12:20.000;0.675;0.676;0.678;0.143;0.143;0.143;0.532;0.533;0.535
1753477950;2025-07-26T00:12:30.000;0.675;0.675;0.675;0.143;0.143;0.143;0.532;0.532;0.533
1753477960;2025-07-26T00:12:40.000;0.674;0.675;0.675;0.143;0.143;0.143;0.531;0.532;0.532
1753477970;2025-07-26T00:12:50.000;0.674;0.675;0.675;0.143;0.143;0.143;0.531;0.532;0.532
1753477980;2025-07-26T00:13:00.000;0.674;0.675;0.675;0.143;0.143;0.143;0.531;0.532;0.532
1753477990;2025-07-26T00:13:10.000;0.675;0.675;0.675;0.143;0.143;0.143;0.532;0.532;0.532
1753478000;2025-07-26T00:13:20.000;0.674;0.675;0.675;0.143;0.143;0.143;0.531;0.532;0.533
1753478010;2025-07-26T00:13:30.000;0.672;0.674;0.675;0.143;0.143;0.143;0.53;0.531;0.533
1753478020;2025-07-26T00:13:40.000;0.673;0.674;0.675;0.142;0.143;0.143;0.531;0.531;0.532
1753478030;2025-07-26T00:13:50.000;0.673;0.674;0.675;0.143;0.143;0.143;0.53;0.531;0.532
1753478040;2025-07-26T00:14:00.000;0.673;0.674;0.674;0.143;0.143;0.143;0.531;0.532;0.532
1753478050;2025-07-26T00:14:10.000;0.674;0.675;0.677;0.143;0.144;0.145;0.531;0.532;0.532
1753478060;2025-07-26T00:14:20.000;0.674;0.675;0.675;0.143;0.143;0.143;0.531;0.532;0.532
1753478070;2025-07-26T00:14:30.000;0.674;0.675;0.676;0.143;0.143;0.143;0.531;0.532;0.533
1753478080;2025-07-26T00:14:40.000;0.674;0.675;0.675;0.143;0.143;0.143;0.532;0.532;0.532
1753478090;2025-07-26T00:14:50.000;0.674;0.675;0.678;0.143;0.143;0.143;0.531;0.532;0.534
1754003083;2025-08-01T02:04:43.000;0.152;0.727;1.189;0.03;0.144;0.234;0.122;0.583;0.955
1754003093;2025-08-01T02:04:53.000;0.089;0.72;2.618;0.023;0.145;0.437;0.067;0.575;2.181
1754003103;2025-08-01T02:05:03.000;1.208;1.562;2.811;0.299;0.337;0.442;0.909;1.225;2.369
1754003113;2025-08-01T02:05:13.000;1.008;1.537;2.88;0.253;0.327;0.481;0.752;1.21;2.401
1754003123;2025-08-01T02:05:23.000;0.161;0.812;1;0.041;0.205;0.254;0.121;0.608;0.746
1754003133;2025-08-01T02:05:33.000;0.161;0.85;0.931;0.041;0.214;0.235;0.121;0.636;0.697
1754003143;2025-08-01T02:05:43.000;0.927;0.936;0.945;0.234;0.237;0.238;0.693;0.7;0.707
1754003153;2025-08-01T02:05:53.000;0.941;0.947;0.955;0.238;0.239;0.241;0.703;0.708;0.714
1754003163;2025-08-01T02:06:03.000;0.94;0.944;0.951;0.238;0.239;0.24;0.702;0.705;0.711
1754003173;2025-08-01T02:06:13.000;0.94;0.945;0.951;0.239;0.24;0.241;0.701;0.705;0.71
1754003183;2025-08-01T02:06:23.000;0.944;0.948;0.954;0.241;0.241;0.242;0.703;0.706;0.712
1754003193;2025-08-01T02:06:33.000;0.851;1.884;3.177;0.216;0.342;0.496;0.636;1.542;2.681
1754003203;2025-08-01T02:06:43.000;0.74;2.042;3.032;0.149;0.385;0.486;0.591;1.657;2.55
1754003213;2025-08-01T02:06:53.000;0.556;2.216;3.123;0.113;0.41;0.538;0.443;1.806;2.585
1754003223;2025-08-01T02:07:03.000;2.143;2.175;2.22;0.428;0.432;0.436;1.715;1.742;1.783
1754003233;2025-08-01T02:07:13.000;2.113;2.131;2.145;0.425;0.427;0.429;1.687;1.704;1.716
1754003243;2025-08-01T02:07:23.000;2.113;2.116;2.121;0.425;0.426;0.427;1.688;1.69;1.694
1754003253;2025-08-01T02:07:33.000;2.101;2.129;2.137;0.423;0.429;0.431;1.678;1.7;1.707
1754003263;2025-08-01T02:07:43.000;2.134;2.135;2.138;0.43;0.43;0.431;1.704;1.705;1.707
1754003273;2025-08-01T02:07:53.000;2.135;2.136;2.137;0.43;0.431;0.431;1.704;1.706;1.707
1754003283;2025-08-01T02:08:03.000;2.056;2.122;2.137;0.415;0.428;0.431;1.641;1.694;1.706
1754003293;2025-08-01T02:08:13.000;2.012;2.052;2.079;0.406;0.414;0.419;1.606;1.638;1.66
1754003303;2025-08-01T02:08:23.000;2.073;2.075;2.078;0.418;0.419;0.419;1.655;1.656;1.659
1754003313;2025-08-01T02:08:33.000;2.045;2.066;2.078;0.413;0.417;0.419;1.632;1.65;1.659
1754003323;2025-08-01T02:08:43.000;2.045;2.049;2.052;0.413;0.413;0.414;1.632;1.635;1.638
1754003333;2025-08-01T02:08:53.000;2.046;2.05;2.052;0.413;0.414;0.414;1.633;1.636;1.638
1754003343;2025-08-01T02:09:03.000;2.05;2.061;2.081;0.413;0.416;0.419;1.636;1.646;1.662
1769219270;2026-01-24T03:47:50.000;0.007;0.009;0.011;0;0.001;0.002;0.006;0.009;0.011
1769219280;2026-01-24T03:48:00.000;0.007;0.168;0.18;0.002;0.043;0.046;0.006;0.125;0.134
1769219290;2026-01-24T03:48:10.000;0.17;0.177;0.184;0.045;0.046;0.046;0.126;0.131;0.137
